operatetime,_c1
2020042410,64581
2020042409,84473
2020042408,84943
2020042407,5803
2020042406,496
2020042405,1098
2020042404,129
2020042403,538
2020042402,179
2020042401,654
2020042400,655
2020042323,1635
2020042322,1796
2020042321,3343
2020042320,4504
2020042319,8147
2020042318,17000
2020042317,46074
2020042316,62252
2020042315,68687
2020042314,71012
2020042313,30802
2020042312,16276
2020042311,46927
2020042310,63462
2020042309,84574
2020042308,85468
2020042307,5526
2020042306,499
2020042305,1059
2020042304,166
2020042303,507
2020042302,141
2020042301,663
2020042300,400
2020042223,1338
2020042222,1857
2020042221,3205
2020042220,4175
2020042219,8058
2020042218,17468
2020042217,45601
2020042216,63915
2020042215,69800
2020042214,72659
2020042213,30934
2020042212,16192
2020042211,47047
2020042210,65315
2020042209,85883
2020042208,86310
2020042207,5863
2020042206,476
2020042205,989
2020042204,130
2020042203,496
2020042202,191
2020042201,638
2020042200,486
2020042123,1264
2020042122,1824
2020042121,3235
2020042120,4551
2020042119,7957
2020042118,17230
2020042117,46470
2020042116,64418
2020042115,69724
2020042114,73427
2020042113,32140
2020042112,16325
2020042111,48088
2020042110,66009
2020042109,86640
2020042108,87065
2020042107,5855
2020042106,514
2020042105,1012
2020042104,148
2020042103,477
2020042102,158
2020042101,566
2020042100,446
2020042023,1356
2020042022,1712
2020042021,3204
2020042020,4511
2020042019,8074
2020042018,17381
2020042017,47446
2020042016,66721
2020042015,72847
2020042014,76571
2020042013,33533
2020042012,16667
2020042011,49745
2020042010,70109
2020042009,91541
2020042008,86696
2020042007,5740
2020042006,395
2020042005,954
2020042004,134
2020042003,461
2020042002,125
2020042001,547
2020042000,365
2020041923,1159
2020041922,1260
2020041921,2135
2020041920,2154
2020041919,2549
2020041918,3004
2020041917,4514
2020041916,4858
2020041915,4928
2020041914,4189
2020041913,3485
2020041912,2957
2020041911,4483
2020041910,5836
2020041909,6461
2020041908,4292
2020041907,1082
2020041906,278
2020041905,938
2020041904,107
2020041903,467
2020041902,143
2020041901,543
2020041900,331
2020041823,1003
2020041822,961
2020041821,1731
2020041820,1861
2020041819,2614
2020041818,3192
2020041817,5710
2020041816,6681
2020041815,6922
2020041814,6046
2020041813,4575
2020041812,4036
2020041811,7744
2020041810,9577
2020041809,11282
2020041808,8495
2020041807,1630
2020041806,302
2020041805,940
2020041804,133
2020041803,543
2020041802,216
2020041801,643
2020041800,675
2020041723,1382
2020041722,1806
2020041721,2859
2020041720,3974
2020041719,7770
2020041718,17718
2020041717,47299
2020041716,61683
2020041715,68665
2020041714,69730
2020041713,31901
2020041712,17195
2020041711,48265
2020041710,64317
2020041709,86197
2020041708,86689
2020041707,5353
2020041706,523
2020041705,993
2020041704,123
2020041703,482
2020041702,182
2020041701,601
2020041700,497
2020041623,1262
2020041622,2142
2020041621,3167
2020041620,4237
2020041619,7580
2020041618,17143
2020041617,46133
2020041616,64294
2020041615,70737
2020041614,72173
2020041613,31835
2020041612,15658
2020041611,47895
2020041610,66685
2020041609,89911
2020041608,88132
2020041607,5540
2020041606,478
2020041605,912
2020041604,141
2020041603,434
2020041602,188
2020041601,549
2020041600,460
2020041523,1342
2020041522,1793
2020041521,3450
2020041520,4204
2020041519,7581
2020041518,16722
2020041517,46642
2020041516,64460
2020041515,70269
2020041514,76549
2020041513,31738
2020041512,15852
2020041511,48818
2020041510,69453
2020041509,92422
2020041508,87465
2020041507,5400
2020041506,490
2020041505,942
2020041504,138
2020041503,425
2020041502,166
2020041501,492
2020041500,362
2020041423,1267
2020041422,1682
2020041421,2909
2020041420,3936
2020041419,7106
2020041418,15587
2020041417,42901
2020041416,60201
2020041415,64458
2020041414,67870
2020041413,29516
2020041412,14657
2020041411,44082
2020041410,60330
2020041409,82061
2020041408,83730
2020041407,5147
2020041406,400
2020041405,807
2020041404,138
2020041403,421
2020041402,138
2020041401,484
2020041400,381
2020041323,1119
2020041322,1592
2020041321,2941
2020041320,4052
2020041319,6770
2020041318,15243
2020041317,43695
2020041316,60904
2020041315,65656
2020041314,69817
2020041313,30253
2020041312,15093
2020041311,45731
2020041310,62804
2020041309,83790
2020041308,83650
2020041307,5158
2020041306,361
2020041305,771
2020041304,98
2020041303,381
2020041302,150
2020041301,451
2020041300,282
2020041223,1035
2020041222,1073
2020041221,2029
2020041220,2050
2020041219,2350
2020041218,2520
2020041217,4450
2020041216,4294
2020041215,4824
2020041214,3893
2020041213,3244
2020041212,2573
2020041211,4456
2020041210,5365
2020041209,6259
2020041208,4151
2020041207,1105
2020041206,241
2020041205,1045
2020041204,134
2020041203,497
2020041202,161
2020041201,583
2020041200,345
2020041123,1039
2020041122,1057
2020041121,1884
2020041120,1827
2020041119,2512
2020041118,3205
2020041117,5457
2020041116,5801
2020041115,6387
2020041114,5516
2020041113,4106
2020041112,3985
2020041111,7378
2020041110,9316
2020041109,11306
2020041108,8122
2020041107,1460
2020041106,295
2020041105,1048
2020041104,163
2020041103,514
2020041102,229
2020041101,637
2020041100,364
2020041023,1163
2020041022,1715
2020041021,3025
2020041020,3584
2020041019,6728
2020041018,15665
2020041017,41923
2020041016,57020
2020041015,60623
2020041014,63196
2020041013,28689
2020041012,14865
2020041011,41013
2020041010,57057
2020041009,77229
2020041008,78630
2020041007,5032
2020041006,407
2020041005,1090
2020041004,159
2020041003,552
2020041002,202
2020041001,663
2020041000,379
2020040923,1300
2020040922,1711
2020040921,3236
2020040920,4018
2020040919,6766
2020040918,14535
2020040917,40525
2020040916,56137
2020040915,61935
2020040914,65183
2020040913,27758
2020040912,13908
2020040911,41357
2020040910,58203
2020040909,78126
2020040908,79418
2020040907,5083
2020040906,497
2020040905,1127
2020040904,145
2020040903,535
2020040902,170
2020040901,636
2020040900,389
2020040823,1234
2020040822,1682
2020040821,2992
2020040820,3748
2020040819,6432
2020040818,14560
2020040817,40638
2020040816,56636
2020040815,61964
2020040814,65598
2020040813,27864
2020040812,13977
2020040811,41940
2020040810,58004
2020040809,78877
2020040808,80339
2020040807,5066
2020040806,579
2020040805,1316
2020040804,309
2020040803,708
2020040802,302
2020040801,783
2020040800,428
2020040723,1228
2020040722,1614
2020040721,2885
2020040720,3571
2020040719,6540
2020040718,14654
2020040717,40760
2020040716,57290
2020040715,63536
2020040714,66445
2020040713,28588
2020040712,14354
2020040711,45165
2020040710,62744
2020040709,85603
2020040708,80650
2020040707,4837
2020040706,387
2020040705,1228
2020040704,134
2020040703,594
2020040702,154
2020040701,631
2020040700,336
2020040623,1108
2020040622,1089
2020040621,2096
2020040620,1746
2020040619,2627
2020040618,2698
2020040617,4854
2020040616,5254
2020040615,5426
2020040614,4603
2020040613,3793
2020040612,2865
2020040611,5332
2020040610,6654
2020040609,8103
2020040608,5705
2020040607,1306
2020040606,261
2020040605,1310
2020040604,134
2020040603,676
2020040602,144
2020040601,715
2020040600,279
2020040523,1071
2020040522,927
2020040521,1822
2020040520,1638
2020040519,2307
2020040518,2232
2020040517,4151
2020040516,3722
2020040515,4480
2020040514,3558
2020040513,3205
2020040512,2401
2020040511,4074
2020040510,4833
2020040509,6167
2020040508,4040
2020040507,1191
2020040506,210
2020040505,1355
2020040504,130
2020040503,666
2020040502,146
2020040501,694
2020040500,275
2020040423,1184
2020040422,953
2020040421,1893
2020040420,1811
2020040419,2152
2020040418,2422
2020040417,4628
2020040416,4565
2020040415,5154
2020040414,4212
2020040413,3916
2020040412,3406
2020040411,5780
2020040410,6991
2020040409,9020
2020040408,6229
2020040407,1571
2020040406,351
2020040405,1397
2020040404,191
2020040403,685
2020040402,186
2020040401,748
2020040400,578
2020040323,1727
2020040322,2141
2020040321,3685
2020040320,4127
2020040319,7588
2020040318,15977
2020040317,38997
2020040316,52630
2020040315,56860
2020040314,57322
2020040313,26427
2020040312,14449
2020040311,40390
2020040310,54479
2020040309,73785
2020040308,73900
2020040307,4767
2020040306,581
2020040305,1448
2020040304,198
2020040303,837
2020040302,229
2020040301,844
2020040300,528
2020040223,1622
2020040222,1806
2020040221,3300
2020040220,3729
2020040219,6586
2020040218,13711
2020040217,38416
2020040216,53208
2020040215,58324
2020040214,60336
2020040213,26065
2020040212,13752
2020040211,39513
2020040210,54806
2020040209,74732
2020040208,76481
2020040207,4265
2020040206,516
2020040205,350
2020040204,129
2020040203,218
2020040202,161
2020040201,351
2020040200,384
2020040123,1609
2020040122,1613
2020040121,3338
2020040120,3779
2020040119,6898
2020040118,13240
2020040117,38278
2020040116,53560
2020040115,58666
2020040114,60463
2020040113,27060
2020040112,13898
2020040111,39952
2020040110,55398
2020040109,77382
2020040108,78157
2020040107,5313
2020040106,968
2020040105,1657
2020040104,243
2020040103,925
2020040102,237
2020040101,1097
2020040100,656
2020033123,2241
2020033122,2891
2020033121,5287
2020033120,6414
2020033119,10717
2020033118,21359
2020033117,49869
2020033116,68888
2020033115,73613
2020033114,75156
2020033113,33967
2020033112,20311
2020033111,56413
2020033110,75217
2020033109,99872
2020033108,96322
2020033107,5615
2020033106,902
2020033105,997
2020033104,115
2020033103,216
2020033102,183
2020033101,323
2020033100,654
2020033023,2015
2020033022,3978
2020033021,6667
2020033020,8836
2020033019,13601
2020033018,26690
2020033017,64772
2020033016,77691
2020033015,77622
2020033014,77211
2020033013,34475
2020033012,19945
2020033011,54152
2020033010,74126
2020033009,93915
2020033008,85562
2020033007,4921
2020033006,667
2020033005,1005
2020033004,61
2020033003,191
2020033002,131
2020033001,274
2020033000,328
2020032923,883
2020032922,1290
2020032921,2005
2020032920,2220
2020032919,2591
2020032918,3291
2020032917,5075
2020032916,5445
2020032915,5400
2020032914,4770
2020032913,4126
2020032912,3431
2020032911,5424
2020032910,6570
2020032909,7377
2020032908,4650
2020032907,873
2020032906,596
2020032905,985
2020032904,70
2020032903,187
2020032902,113
2020032901,293
2020032900,279
2020032823,829
2020032822,1620
2020032821,1993
2020032820,2396
2020032819,2992
2020032818,4063
2020032817,6641
2020032816,7436
2020032815,7467
2020032814,6685
2020032813,5258
2020032812,5245
2020032811,8746
2020032810,11752
2020032809,13295
2020032808,9614
2020032807,1292
2020032806,615
2020032805,1020
2020032804,108
2020032803,209
2020032802,176
2020032801,365
2020032800,442
2020032723,1193
2020032722,2127
2020032721,3375
2020032720,5185
2020032719,9042
2020032718,20114
2020032717,49984
2020032716,67400
2020032715,72210
2020032714,70891
2020032713,32447
2020032712,20253
2020032711,52220
2020032710,71905
2020032709,92635
2020032708,86409
2020032707,4997
2020032706,742
2020032705,1030
2020032704,89
2020032703,225
2020032702,126
2020032701,327
2020032700,558
2020032623,1187
2020032622,2249
2020032621,3364
2020032620,4723
2020032619,8067
2020032618,18239
2020032617,47321
2020032616,71072
2020032615,77219
2020032614,71585
2020032613,30623
2020032612,17966
2020032611,49082
2020032610,68005
2020032609,89424
2020032608,85345
2020032607,4392
2020032606,658
2020032605,1026
2020032604,84
2020032603,218
2020032602,142
2020032601,348
2020032600,490
2020032523,1121
2020032522,1924
2020032521,3207
2020032520,4544
2020032519,7285
2020032518,16407
2020032517,44588
2020032516,64669
2020032515,69778
2020032514,69967
2020032513,30091
2020032512,17300
2020032511,49055
2020032510,67282
2020032509,88948
2020032508,85026
2020032507,4628
2020032506,701
2020032505,1024
2020032504,100
2020032503,236
2020032502,139
2020032501,312
2020032500,416
2020032423,1221
2020032422,2139
2020032421,3383
2020032420,4477
2020032419,7873
2020032418,16351
2020032417,44941
2020032416,62473
2020032415,68886
2020032414,70160
2020032413,30688
2020032412,17369
2020032411,49986
2020032410,67333
2020032409,89994
2020032408,85725
2020032407,4644
2020032406,724
2020032405,1016
2020032404,130
2020032403,197
2020032402,182
2020032401,313
2020032400,527
2020032323,1007
2020032322,1870
2020032321,3143
2020032320,4457
2020032319,7587
2020032318,16364
2020032317,44578
2020032316,63101
2020032315,69480
2020032314,70923
2020032313,30327
2020032312,16793
2020032311,48848
2020032310,67359
2020032309,87101
2020032308,80427
2020032307,4216
2020032306,591
2020032305,999
2020032304,74
2020032303,204
2020032302,103
2020032301,313
2020032300,349
2020032223,804
2020032222,1282
2020032221,1973
2020032220,2223
2020032219,2341
2020032218,2888
2020032217,4537
2020032216,4742
2020032215,4782
2020032214,4200
2020032213,3271
2020032212,3142
2020032211,4948
2020032210,6068
2020032209,6955
2020032208,4603
2020032207,801
2020032206,575
2020032205,950
2020032204,125
2020032203,209
2020032202,99
2020032201,251
2020032200,286
2020032123,677
2020032122,1079
2020032121,1744
2020032120,1962
2020032119,2547
2020032118,3248
2020032117,5566
2020032116,6470
2020032115,7280
2020032114,5870
2020032113,4761
2020032112,4343
2020032111,7746
2020032110,10137
2020032109,11961
2020032108,8353
2020032107,1167
2020032106,603
2020032105,966
2020032104,97
2020032103,212
2020032102,139
2020032101,284
2020032100,447
2020032023,1139
2020032022,1846
2020032021,3017
2020032020,4018
2020032019,7010
2020032018,15937
2020032017,40780
2020032016,56037
2020032015,60878
2020032014,60821
2020032013,27109
2020032012,15571
2020032011,42986
2020032010,60107
2020032009,75193
2020032008,73355
2020032007,4021
2020032006,664
2020032005,1015
2020032004,91
2020032003,223
2020032002,129
2020032001,367
2020032000,535
2020031923,1124
2020031922,2212
2020031921,2975
2020031920,4060
2020031919,6655
2020031918,14431
2020031917,37767
2020031916,52367
2020031915,58019
2020031914,59460
2020031913,26074
2020031912,14058
2020031911,40150
2020031910,56441
2020031909,76016
2020031908,73468
2020031907,3827
2020031906,596
2020031905,1055
2020031904,113
2020031903,252
2020031902,92
2020031901,291
2020031900,391
2020031823,1027
2020031822,1644
2020031821,2928
2020031820,3847
2020031819,6177
2020031818,13456
2020031817,37517
2020031816,52623
2020031815,57637
2020031814,58188
2020031813,25310
2020031812,14083
2020031811,38856
2020031810,55822
2020031809,75079
2020031808,73190
2020031807,3915
2020031806,640
2020031805,1013
2020031804,91
2020031803,197
2020031802,129
2020031801,289
2020031800,350
2020031723,1061
2020031722,1770
2020031721,2874
2020031720,3793
2020031719,5965
2020031718,13358
2020031717,36630
2020031716,51670
2020031715,57618
2020031714,58518
2020031713,25318
2020031712,13643
2020031711,39522
2020031710,55723
2020031709,75644
2020031708,73781
2020031707,4036
2020031706,622
2020031705,1008
2020031704,122
2020031703,221
2020031702,142
2020031701,290
2020031700,341
2020031623,924
2020031622,1708
2020031621,2707
2020031620,3816
2020031619,6371
2020031618,13621
2020031617,37362
2020031616,53977
2020031615,59952
2020031614,59788
2020031613,26046
2020031612,14599
2020031611,41537
2020031610,58753
2020031609,79954
2020031608,74015
2020031607,4028
2020031606,447
2020031605,583
2020031604,76
2020031603,204
2020031602,112
2020031601,307
2020031600,322
2020031523,790
2020031522,1200
2020031521,1822
2020031520,2096
2020031519,2658
2020031518,2895
2020031517,4701
2020031516,5045
2020031515,5155
2020031514,4558
2020031513,3742
2020031512,3212
2020031511,5138
2020031510,6428
2020031509,7069
2020031508,4697
2020031507,1216
2020031506,570
2020031505,473
2020031504,75
2020031503,183
2020031502,106
2020031501,297
2020031500,377
2020031423,833
2020031422,1109
2020031421,1916
2020031420,2123
2020031419,2604
2020031418,3430
2020031417,5640
2020031416,6473
2020031415,6565
2020031414,5903
2020031413,4648
2020031412,4312
2020031411,7529
2020031410,9995
2020031409,10768
2020031408,8091
2020031407,1557
2020031406,472
2020031405,510
2020031404,71
2020031403,206
2020031402,155
2020031401,274
2020031400,350
2020031323,1001
2020031322,1704
2020031321,2646
2020031320,3940
2020031319,6465
2020031318,13554
2020031317,36747
2020031316,49519
2020031315,53491
2020031314,53226
2020031313,23793
2020031312,14480
2020031311,38494
2020031310,53163
2020031309,69962
2020031308,68887
2020031307,3601
2020031306,573
2020031305,516
2020031304,89
2020031303,223
2020031302,144
2020031301,353
2020031300,413
2020031223,1164
2020031222,1878
2020031221,2992
2020031220,4143
2020031219,6390
2020031218,12893
2020031217,35396
2020031216,50254
2020031215,54052
2020031214,54281
2020031213,24203
2020031212,13921
2020031211,38253
2020031210,53898
2020031209,71569
2020031208,69734
2020031207,3425
2020031206,577
2020031205,1079
2020031204,86
2020031203,222
2020031202,138
2020031201,347
2020031200,427
2020031123,1075
2020031122,1889
2020031121,3143
2020031120,3881
2020031119,6326
2020031118,12800
2020031117,34918
2020031116,49735
2020031115,54565
2020031114,55044
2020031113,24504
2020031112,14518
2020031111,38768
2020031110,53200
2020031109,71178
2020031108,70158
2020031107,3671
2020031106,597
2020031105,1045
2020031104,110
2020031103,197
2020031102,149
2020031101,338
2020031100,406
2020031023,1243
2020031022,1897
2020031021,3198
2020031020,4348
2020031019,6493
2020031018,12856
2020031017,35824
2020031016,51181
2020031015,56595
2020031014,55546
2020031013,24608
2020031012,14365
2020031011,38915
2020031010,54747
2020031009,72905
2020031008,69458
2020031007,3447
2020031006,609
2020031005,1060
2020031004,112
2020031003,223
2020031002,164
2020031001,318
2020031000,605
2020030923,1149
2020030922,2028
2020030921,3199
2020030920,4157
2020030919,6223
2020030918,12541
2020030917,35934
2020030916,51026
2020030915,57247
2020030914,55950
2020030913,25249
2020030912,15819
2020030911,41809
2020030910,58386
2020030909,76721
2020030908,67676
2020030907,3291
2020030906,788
2020030905,839
2020030904,76
2020030903,207
2020030902,91
2020030901,310
2020030900,352
2020030823,996
2020030822,1491
2020030821,2311
2020030820,2605
2020030819,2885
2020030818,3135
2020030817,4714
2020030816,5727
2020030815,5348
2020030814,4704
2020030813,4102
2020030812,3865
2020030811,5452
2020030810,6628
2020030809,7275
2020030808,4015
2020030807,715
2020030806,588
2020030805,686
2020030804,50
2020030803,155
2020030802,208
2020030801,386
2020030800,360
2020030723,878
2020030722,1261
2020030721,2214
2020030720,2586
2020030719,3362
2020030718,3845
2020030717,6066
2020030716,6884
2020030715,6755
2020030714,6133
2020030713,5186
2020030712,5075
2020030711,7871
2020030710,10306
2020030709,10960
2020030708,7220
2020030707,1056
2020030706,732
2020030705,858
2020030704,92
2020030703,208
2020030702,147
2020030701,458
2020030700,644
2020030623,1559
2020030622,2839
2020030621,3420
2020030620,4548
2020030619,6442
2020030618,13353
2020030617,32411
2020030616,45119
2020030615,48628
2020030614,46000
2020030613,21074
2020030612,14353
2020030611,36419
2020030610,49562
2020030609,65741
2020030608,62302
2020030607,3303
2020030606,765
2020030605,844
2020030604,94
2020030603,220
2020030602,150
2020030601,377
2020030600,478
2020030523,1356
2020030522,2370
2020030521,3729
2020030520,4648
2020030519,6167
2020030518,12300
2020030517,32097
2020030516,44568
2020030515,48999
2020030514,46537
2020030513,20288
2020030512,13052
2020030511,34862
2020030510,48791
2020030509,64966
2020030508,61598
2020030507,3069
2020030506,747
2020030505,834
2020030504,99
2020030503,213
2020030502,136
2020030501,338
2020030500,500
2020030423,1202
2020030422,2081
2020030421,3342
2020030420,4170
2020030419,5859
2020030418,11141
2020030417,31010
2020030416,43456
2020030415,47673
2020030414,45602
2020030413,19626
2020030412,13646
2020030411,34613
2020030410,47862
2020030409,65546
2020030408,62812
2020030407,2931
2020030406,690
2020030405,868
2020030404,151
2020030403,221
2020030402,176
2020030401,337
2020030400,581
2020030323,1406
2020030322,2277
2020030321,3341
2020030320,4373
2020030319,6140
2020030318,11153
2020030317,30950
2020030316,42761
2020030315,47045
2020030314,45010
2020030313,19752
2020030312,13122
2020030311,34889
2020030310,47277
2020030309,63413
2020030308,59972
2020030307,2973
2020030306,760
2020030305,883
2020030304,99
2020030303,217
2020030302,149
2020030301,396
2020030300,369
2020030223,1179
2020030222,1834
2020030221,3129
2020030220,3877
2020030219,5648
2020030218,10621
2020030217,30818
2020030216,44329
2020030215,49226
2020030214,46915
2020030213,20520
2020030212,13975
2020030211,37176
2020030210,51788
2020030209,69874
2020030208,62946
2020030207,2999
2020030206,739
2020030205,801
2020030204,70
2020030203,186
2020030202,107
2020030201,320
2020030200,465
2020030123,980
2020030122,1547
2020030121,2229
2020030120,2600
2020030119,3083
2020030118,3557
2020030117,5517
2020030116,6155
2020030115,6418
2020030114,5522
2020030113,4792
2020030112,4699
2020030111,6760
2020030110,8271
2020030109,7960
2020030108,4456
2020030107,841
2020030106,581
2020030105,831
2020030104,84
2020030103,202
2020030102,134
2020030101,335
2020030100,498
2020022923,1259
2020022922,1840
2020022921,2736
2020022920,3168
2020022919,4421
2020022918,5604
2020022917,8384
2020022916,9815
2020022915,9647
2020022914,8792
2020022913,7605
2020022912,7621
2020022911,11460
2020022910,13117
2020022909,12747
2020022908,7806
2020022907,1054
2020022906,720
2020022905,902
2020022904,115
2020022903,223
2020022902,113
2020022901,346
2020022900,728
2020022823,1582
2020022822,2481
2020022821,4028
2020022820,5476
2020022819,7859
2020022818,14505
2020022817,34570
2020022816,46614
2020022815,50946
2020022814,47398
2020022813,22151
2020022812,16417
2020022811,38223
2020022810,50191
2020022809,64755
2020022808,58485
2020022807,2797
2020022806,737
2020022805,862
2020022804,94
2020022803,238
2020022802,197
2020022801,455
2020022800,733
2020022723,1536
2020022722,2475
2020022721,3813
2020022720,4823
2020022719,6647
2020022718,12132
2020022717,32216
2020022716,45058
2020022715,49288
2020022714,46535
2020022713,21226
2020022712,15528
2020022711,37801
2020022710,50865
2020022709,65485
2020022708,59713
2020022707,2806
2020022706,804
2020022705,804
2020022704,82
2020022703,237
2020022702,139
2020022701,363
2020022700,474
2020022623,1198
2020022622,2237
2020022621,3432
2020022620,4428
2020022619,6003
2020022618,11343
2020022617,30843
2020022616,44354
2020022615,48566
2020022614,44801
2020022613,20411
2020022612,14834
2020022611,37236
2020022610,49744
2020022609,65967
2020022608,59024
2020022607,2686
2020022606,736
2020022605,830
2020022604,111
2020022603,229
2020022602,111
2020022601,378
2020022600,454
2020022523,1200
2020022522,1989
2020022521,3264
2020022520,4350
2020022519,5835
2020022518,10828
2020022517,29882
2020022516,43099
2020022515,48187
2020022514,46043
2020022513,20403
2020022512,14179
2020022511,36547
2020022510,48532
2020022509,62941
2020022508,57112
2020022507,2671
2020022506,698
2020022505,888
2020022504,165
2020022503,222
2020022502,137
2020022501,358
2020022500,511
2020022423,1233
2020022422,1995
2020022421,2863
2020022420,4079
2020022419,5208
2020022418,9936
2020022417,28714
2020022416,43080
2020022415,47437
2020022414,44547
2020022413,20239
2020022412,14457
2020022411,37858
2020022410,52196
2020022409,65643
2020022408,58674
2020022407,2626
2020022406,709
2020022405,791
2020022404,88
2020022403,216
2020022402,106
2020022401,300
2020022400,387
2020022323,838
2020022322,1345
2020022321,2038
2020022320,2528
2020022319,2956
2020022318,3179
2020022317,5044
2020022316,5994
2020022315,5973
2020022314,5050
2020022313,4475
2020022312,4474
2020022311,6355
2020022310,7179
2020022309,6987
2020022308,3639
2020022307,691
2020022306,622
2020022305,803
2020022304,63
2020022303,194
2020022302,98
2020022301,282
2020022300,318
2020022223,795
2020022222,1181
2020022221,2095
2020022220,2395
2020022219,2731
2020022218,3800
2020022217,6080
2020022216,7608
2020022215,7239
2020022214,6559
2020022213,5408
2020022212,5555
2020022211,8596
2020022210,10227
2020022209,9907
2020022208,5616
2020022207,943
2020022206,687
2020022205,754
2020022204,95
2020022203,209
2020022202,135
2020022201,376
2020022200,489
2020022123,1185
2020022122,2023
2020022121,3175
2020022120,4303
2020022119,6072
2020022118,10536
2020022117,24598
2020022116,33552
2020022115,36828
2020022114,33813
2020022113,17418
2020022112,13994
2020022111,30786
2020022110,40010
2020022109,47763
2020022108,38272
2020022107,2011
2020022106,648
2020022105,851
2020022104,88
2020022103,215
2020022102,157
2020022101,414
2020022100,531
2020022023,1338
2020022022,2187
2020022021,3535
2020022020,4473
2020022019,5673
2020022018,9313
2020022017,22886
2020022016,32801
2020022015,36882
2020022014,34960
2020022013,17528
2020022012,13334
2020022011,30291
2020022010,39612
2020022009,47470
2020022008,37383
2020022007,1970
2020022006,689
2020022005,851
2020022004,106
2020022003,209
2020022002,103
2020022001,376
2020022000,474
2020021923,1222
2020021922,2170
2020021921,3602
2020021920,4748
2020021919,5573
2020021918,9228
2020021917,22898
2020021916,32212
2020021915,34767
2020021914,33075
2020021913,16598
2020021912,14091
2020021911,30131
2020021910,39225
2020021909,47589
2020021908,36915
2020021907,2471
2020021906,539
2020021905,730
2020021904,373
2020021903,717
2020021902,446
2020021901,810
2020021900,851
2020021823,1755
2020021822,2369
2020021821,3743
2020021820,4412
2020021819,6157
2020021818,9661
2020021817,22774
2020021816,32282
2020021815,34511
2020021814,31421
2020021813,16723
2020021812,13519
2020021811,28885
2020021810,37349
2020021809,44939
2020021808,35775
2020021807,2256
2020021806,566
2020021805,718
2020021804,376
2020021803,712
2020021802,435
2020021801,831
2020021800,806
2020021723,1624
2020021722,2220
2020021721,3529
2020021720,4121
2020021719,5656
2020021718,9212
2020021717,23290
2020021716,31329
2020021715,35800
2020021714,32768
2020021713,17498
2020021712,14231
2020021711,30579
2020021710,40352
2020021709,48824
2020021708,38511
2020021707,2323
2020021706,745
2020021705,636
2020021704,651
2020021703,644
2020021702,659
2020021701,735
2020021700,956
2020021623,1238
2020021622,1924
2020021621,2472
2020021620,2988
2020021619,3274
2020021618,3947
2020021617,5602
2020021616,6646
2020021615,6618
2020021614,5783
2020021613,5044
2020021612,5185
2020021611,7170
2020021610,7830
2020021609,6542
2020021608,3609
2020021607,1030
2020021606,661
2020021605,644
2020021604,679
2020021603,636
2020021602,682
2020021601,794
2020021600,897
2020021523,1311
2020021522,1930
2020021521,2551
2020021520,3120
2020021519,3602
2020021518,4295
2020021517,6404
2020021516,7442
2020021515,7297
2020021514,6899
2020021513,6018
2020021512,6191
2020021511,8812
2020021510,9880
2020021509,8585
2020021508,4507
2020021507,1138
2020021506,703
2020021505,677
2020021504,674
2020021503,658
2020021502,718
2020021501,407
2020021500,493
2020021423,1242
2020021422,2291
2020021421,3953
2020021420,4967
2020021419,6062
2020021418,8375
2020021417,17614
2020021416,23975
2020021415,25557
2020021414,23294
2020021413,13558
2020021412,12970
2020021411,22753
2020021410,29185
2020021409,32087
2020021408,23100
2020021407,1325
2020021406,158
2020021405,92
2020021404,77
2020021403,93
2020021402,154
2020021401,237
2020021400,577
2020021323,1392
2020021322,2456
2020021321,3746
2020021320,4621
2020021319,5419
2020021318,8123
2020021317,17471
2020021316,23706
2020021315,25404
2020021314,22840
2020021313,13848
2020021312,12136
2020021311,23096
2020021310,29364
2020021309,32423
2020021308,21961
2020021307,1225
2020021306,236
2020021305,98
2020021304,103
2020021303,105
2020021302,141
2020021301,258
2020021300,556
2020021223,1217
2020021222,2218
2020021221,3353
2020021220,4408
2020021219,5398
2020021218,7771
2020021217,17225
2020021216,23840
2020021215,25090
2020021214,21317
2020021213,12658
2020021212,11998
2020021211,23079
2020021210,28361
2020021209,31653
2020021208,22133
2020021207,1211
2020021206,184
2020021205,80
2020021204,105
2020021203,106
2020021202,98
2020021201,249
2020021200,524
2020021123,1030
2020021122,1920
2020021121,3003
2020021120,4081
2020021119,5516
2020021118,7593
2020021117,16528
2020021116,23342
2020021115,25347
2020021114,22063
2020021113,12566
2020021112,11313
2020021111,22876
2020021110,28615
2020021109,31801
2020021108,21797
2020021107,1200
2020021106,188
2020021105,84
2020021104,87
2020021103,121
2020021102,124
2020021101,238
2020021100,448
2020021023,1051
2020021022,1992
2020021021,3081
2020021020,4192
2020021019,4951
2020021018,7488
2020021017,17246
2020021016,24329
2020021015,25602
2020021014,22963
2020021013,13118
2020021012,12796
2020021011,24858
2020021010,31979
2020021009,35846
2020021008,25652
2020021007,1391
2020021006,154
2020021005,88
2020021004,76
2020021003,109
2020021002,94
2020021001,205
2020021000,369
2020020923,904
2020020922,1480
2020020921,2188
2020020920,2625
2020020919,3037
2020020918,3262
2020020917,4957
2020020916,6028
2020020915,5815
2020020914,5410
2020020913,4644
2020020912,4420
2020020911,6211
2020020910,6702
2020020909,5257
2020020908,2423
2020020907,337
2020020906,82
2020020905,70
2020020904,73
2020020903,69
2020020902,101
2020020901,143
2020020900,310
2020020823,677
2020020822,1182
2020020821,1726
